company_name,departure_time,pickup_point,arrival_time,dropoff_point,price_original,price_discounted,departure_date,start_point,destination,rating_safety,rating_info_accuracy,rating_info_completeness,rating_staff_attitude,rating_comfort,rating_service_quality,rating_punctuality,rating_overall,reviewer_count,number_of_seat,duration_minutes
Hoàng Thuỷ,18:30:00,Bến xe,05:30,Bến xe,350000,300000,2025-11-15,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.7,3500,34,660
Kính Diên Hồng,17:15:00,Bến xe,05:45,Bến xe,350000,315000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.5,4.6,1136,34,750
Sinh Diên Hồng,17:45:00,Bến xe,04:45,Bến xe,380000,304000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.8,4.6,4.6,4.9,4.6,238,34,660
Thuận Tiến,18:30:00,Bến xe,06:55,Bến xe,350000,350000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9,4.7,4957,34,745
Đức Đạt,20:15:00,Bến xe,06:40,Bến xe,500000,450000,2025-11-15,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1030,24,625
Sáu Bản,18:45:00,Bến xe,05:25,Bến xe,350000,315000,2025-11-15,Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.3,4.4,485,34,640
Việt Tân Phát,16:30:00,Bến xe,05:40,Bến xe,380000,320000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,123,34,790
Sáu Bản,18:45:00,Bến xe,06:30,Bến xe,350000,315000,2025-11-15,Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.3,4.4,485,34,705
Việt Tân Phát,17:30:00,Bến xe,06:25,Bến xe,380000,320000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,123,34,775
Cô Hai,16:50:00,Bến xe,07:55,Văn phòng,430000,350000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,200,34,905
Thuận Ý,18:20:00,Bến xe,05:50,Bến xe,350000,350000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.3,4.3,4.3,4.3,4.1,5.0,4.5,417,34,690
Gia Phúc - Gia Lai,18:30:00,Bến xe,05:30,Bến xe,350000,350000,2025-11-15,Sài Gòn,Gia Lai,4.3,4.3,4.4,4.4,4.0,4.3,5.0,4.4,295,34,660
An Phát,17:30:00,Bến xe,07:15,Bến xe,350000,350000,2025-11-15,Sài Gòn,Gia Lai,4.6,4.5,4.5,4.5,4.3,4.5,4.8,4.5,380,24,825
Phương Hồng Linh,20:00:00,Văn phòng,08:30,Bến xe,300000,300000,2025-11-15,Sài Gòn,Gia Lai,4.5,4.3,4.4,4.3,4.4,4.2,4.3,4.2,444,36,750
Vũ Cẩm,17:01:00,Bến xe,04:01,Bến xe,450000,400000,2025-11-15,Sài Gòn,Gia Lai,4.9,3.7,3.6,4.4,3.6,3.7,4.0,3.5,12,24,660
Hồng Dung,16:30:00,Bến xe,05:00,Văn phòng,350000,350000,2025-11-15,Sài Gòn,Gia Lai,4.3,4.2,4.3,4.3,4.2,4.2,5.0,5.0,6,34,750
Nhật Tân,17:00:00,Bến xe,04:30,Bến xe,350000,350000,2025-11-15,Sài Gòn,Gia Lai,4.2,4.0,4.2,4.3,4.0,3.8,4.3,4.0,196,32,690
Tư Phầu,17:30:00,Bến xe,04:00,Bến xe,350000,350000,2025-11-15,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.3,4.5,4.4,4.6,4.4,108,34,630
Minh Quốc,18:00:00,Bến xe,05:30,Văn phòng,400000,400000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.4,4.4,4.9,4.6,1299,34,690
Bốn Luyện Express,22:01:00,Other,09:01,Bến xe,350000,350000,2025-11-15,Sài Gòn,Gia Lai,4.3,4.1,4.1,4.1,4.0,3.9,4.2,4.0,258,34,660
Tuấn Hiệp,01:00:00,Other,13:50,Bến xe,350000,350000,2025-11-15,Sài Gòn,Gia Lai,4.1,3.9,4.0,3.9,3.8,3.7,4.3,4.0,1280,36,770
Tây Nguyên,17:15:00,Bến xe,04:20,Other,350000,350000,2025-11-15,Sài Gòn,Gia Lai,4.8,4.6,4.6,4.8,4.6,4.7,5.0,4.8,117,34,665
Phượng Thu,17:00:00,Bến xe,04:30,Other,350000,350000,2025-11-15,Sài Gòn,Gia Lai,4.6,4.5,4.5,4.5,4.5,4.5,4.7,4.6,596,34,690
Hoàng Thuỷ,18:00:00,Bến xe,05:25,Bến xe,350000,300000,2025-11-15,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.7,3500,34,685
Hoàng Thuỷ,18:30:00,Bến xe,06:15,Bến xe,350000,300000,2025-11-15,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.7,3500,34,705
Hoàng Thuỷ,19:00:00,Bến xe,06:00,Bến xe,550000,350000,2025-11-15,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.7,3500,24,660
Kính Diên Hồng,18:40:00,Bến xe,06:10,Bến xe,350000,315000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.5,4.6,1136,34,690
Kính Diên Hồng,17:15:00,Bến xe,05:15,Bến xe,350000,315000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.5,4.6,1136,34,720
Sinh Diên Hồng,17:45:00,Bến xe,05:45,Bến xe,380000,304000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.8,4.6,4.6,4.9,4.6,238,34,720
Thuận Tiến,19:30:00,Bến xe,07:55,Bến xe,500000,500000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9,4.7,4957,22,745
Hoàng Thuỷ,18:30:00,Bến xe,04:50,Bến xe,350000,300000,2025-11-15,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.7,3500,34,620
Hoàng Thuỷ,18:00:00,Bến xe,04:40,Bến xe,350000,300000,2025-11-15,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.7,3500,34,640
Hoàng Thuỷ,19:00:00,Bến xe,05:20,Bến xe,550000,350000,2025-11-15,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.7,3500,24,620
Thuận Tiến,19:15:00,Bến xe,07:40,Bến xe,500000,500000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9,4.7,4957,24,745
Đức Đạt,18:25:00,Bến xe,04:50,Bến xe,350000,300000,2025-11-15,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1030,34,625
Thuận Tiến,19:35:00,Bến xe,08:00,Bến xe,500000,500000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9,4.7,4957,24,745
Thuận Tiến,19:30:00,Bến xe,05:45,Văn phòng,500000,500000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.6,4.9,4.7,4957,22,615
Đức Đạt,18:00:00,Bến xe,04:55,Văn phòng,350000,300000,2025-11-15,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1030,34,655
Đức Đạt,18:00:00,Bến xe,04:25,Bến xe,350000,300000,2025-11-15,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1030,34,625
Việt Tân Phát,17:45:00,Bến xe,05:35,Văn phòng,370000,300000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,123,34,710
Việt Tân Phát,19:00:00,Bến xe,04:55,Bến xe,370000,300000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,123,34,595
Việt Tân Phát,19:00:00,Bến xe,05:45,Bến xe,370000,300000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.6,4.5,4.7,4.6,123,34,645
Sáu Bản,17:00:00,Bến xe,04:10,Other,300000,300000,2025-11-15,Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.3,4.4,485,44,670
Sáu Bản,17:00:00,Bến xe,03:00,Other,280000,280000,2025-11-15,Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.3,4.4,485,44,600
Tấn Hưng,17:30:00,Bến xe,04:55,Other,650000,400000,2025-11-15,Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.0,4.4,104,24,685
Sáu Bản,17:00:00,Bến xe,03:40,Bến xe,280000,280000,2025-11-15,Sài Gòn,Gia Lai,4.6,4.4,4.5,4.4,4.3,4.4,4.3,4.4,485,44,640
Cô Hai,16:10:00,Bến xe,07:05,Văn phòng,430000,350000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,200,34,895
Tấn Hưng,17:30:00,Bến xe,07:55,Bến xe,650000,400000,2025-11-15,Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.0,4.4,104,24,865
Cô Hai,16:50:00,Bến xe,06:25,Văn phòng,430000,350000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,200,34,815
Thuận Ý,18:25:00,Bến xe,05:55,Bến xe,500000,500000,2025-11-15,Sài Gòn,Gia Lai,4.7,4.3,4.3,4.3,4.3,4.1,5.0,4.5,417,24,690
Thiên Kim Limousine,09:30:00,Văn phòng,13:20,Other,370000,335000,2025-11-15,Sài Gòn,Bình Thuận,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,593,9,230
Nam Hải Limousine,05:30:00,Văn phòng,08:00,Văn phòng,200000,170000,2025-11-15,Sài Gòn,Bình Thuận,4.8,4.7,4.7,4.7,4.7,4.7,4.8,4.7,3648,34,150
Vie Limousine,12:15:00,Other,16:00,Other,390000,340000,2025-11-15,Sài Gòn,Bình Thuận,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4788,9,225
Cao Lâm Limousine,14:00:00,Văn phòng,16:30,Văn phòng,160000,160000,2025-11-15,Sài Gòn,Bình Thuận,4.6,4.5,4.5,4.5,4.4,4.4,4.6,4.5,4489,41,150
MexBus,13:50:00,Văn phòng,17:10,Bến xe,400000,300000,2025-11-15,Sài Gòn,Bình Thuận,4.9,4.9,4.9,4.9,4.9,4.9,4.8,5.0,328,27,200
Hạnh Cafe - Hà Phương Limousine,08:30:00,Văn phòng,11:45,Văn phòng,200000,170000,2025-11-15,Sài Gòn,Bình Thuận,4.6,4.4,4.5,4.4,4.4,4.3,4.8,4.4,7456,19,195
Mỹ Loan,06:00:00,Văn phòng,09:30,Văn phòng,200000,200000,2025-11-15,Sài Gòn,Bình Thuận,4.9,4.9,4.9,5.0,4.8,4.8,5.0,4.9,194,15,210
Long Vân Limousine,10:00:00,Văn phòng,13:35,Other,300000,300000,2025-11-15,Sài Gòn,Bình Thuận,4.5,4.4,4.5,4.5,4.4,4.4,4.8,4.5,7022,11,215
Toàn Khải,12:00:00,Văn phòng,15:50,Văn phòng,300000,300000,2025-11-15,Sài Gòn,Bình Thuận,4.7,4.5,4.6,4.6,4.6,4.6,4.4,4.6,649,9,230
Trung Nga,09:00:00,Other,11:50,Văn phòng,180000,160000,2025-11-15,Sài Gòn,Bình Thuận,4.7,4.5,4.6,4.5,4.4,4.4,4.9,4.5,2510,40,170
Vie Limousine,09:00:00,Văn phòng,12:00,Other,360000,310000,2025-11-15,Sài Gòn,Bình Thuận,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4788,9,180
Nam Hải Limousine,10:15:00,Văn phòng,13:15,Văn phòng,200000,160000,2025-11-15,Sài Gòn,Bình Thuận,4.8,4.7,4.7,4.7,4.7,4.7,4.8,4.7,3648,24,180
Thiên Kim Limousine,10:30:00,Văn phòng,14:20,Other,370000,335000,2025-11-15,Sài Gòn,Bình Thuận,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,593,11,230
Cao Lâm Limousine,08:00:00,Văn phòng,10:30,Văn phòng,160000,160000,2025-11-15,Sài Gòn,Bình Thuận,4.6,4.5,4.5,4.5,4.4,4.4,4.6,4.5,4489,41,150
Hạnh Cafe - Hà Phương Limousine,07:30:00,Văn phòng,11:15,Văn phòng,260000,230000,2025-11-15,Sài Gòn,Bình Thuận,4.6,4.4,4.5,4.4,4.4,4.3,4.8,4.4,7456,24,225
MexBus,09:00:00,Bến xe,13:00,Bến xe,400000,300000,2025-11-15,Sài Gòn,Bình Thuận,4.9,4.9,4.9,4.9,4.9,4.9,4.8,5.0,328,27,240
Long Vân Limousine,10:00:00,Văn phòng,13:15,Other,300000,300000,2025-11-15,Sài Gòn,Bình Thuận,4.5,4.4,4.5,4.5,4.4,4.4,4.8,4.5,7022,11,195
Mỹ Loan,08:00:00,Văn phòng,11:30,Văn phòng,200000,200000,2025-11-15,Sài Gòn,Bình Thuận,4.9,4.9,4.9,5.0,4.8,4.8,5.0,4.9,194,15,210
Toàn Khải,09:00:00,Văn phòng,12:45,Văn phòng,220000,220000,2025-11-15,Sài Gòn,Bình Thuận,4.7,4.5,4.6,4.6,4.6,4.6,4.4,4.6,649,19,225
Trung Nga,16:15:00,Other,19:05,Văn phòng,180000,160000,2025-11-15,Sài Gòn,Bình Thuận,4.7,4.5,4.6,4.5,4.4,4.4,4.9,4.5,2510,40,170
Tuấn Tú,20:42:00,Bến xe,02:57,Văn phòng,250000,230000,2025-11-15,Sài Gòn,Bình Thuận,4.7,4.6,4.7,4.6,4.6,4.6,4.8,4.7,3285,34,375
Minh Nghĩa,21:30:00,Văn phòng,03:05,Bến xe,200000,200000,2025-11-15,Sài Gòn,Bình Thuận,4.1,4.1,4.1,4.0,4.0,3.9,4.8,4.5,1487,36,335
Kim Thành,07:00:00,Văn phòng,10:00,Văn phòng,200000,200000,2025-11-15,Sài Gòn,Bình Thuận,4.2,4.0,4.3,3.9,3.1,3.7,5.0,4.0,5,16,180
Thủy Hà Linh,05:30:00,Văn phòng,09:00,Other,220000,220000,2025-11-15,Sài Gòn,Bình Thuận,4.2,3.9,4.2,4.2,4.3,4.2,5.0,4.3,111,7,210
ADT Limousine,09:00:00,Other,12:25,Other,340000,340000,2025-11-15,Sài Gòn,Bình Thuận,4.7,4.8,4.7,4.8,4.7,4.7,5.0,4.8,817,10,205
Hoàng Anh,22:05:00,Văn phòng,03:35,Other,260000,240000,2025-11-15,Sài Gòn,Bình Thuận,4.8,4.6,4.6,4.6,4.5,4.5,4.9,4.6,1403,34,330
Tân Hoàng Anh,05:00:00,Văn phòng,08:00,Văn phòng,180000,180000,2025-11-15,Sài Gòn,Bình Thuận,4.5,4.2,4.4,4.2,4.2,4.1,4.5,4.2,1542,12,180
Kumho Samco,16:00:00,Bến xe,18:50,Bến xe,210000,210000,2025-11-15,Sài Gòn,Bình Thuận,4.6,4.4,4.4,4.4,4.3,4.3,4.8,4.4,2419,33,170
Phương Anh,06:15:00,Bến xe,11:15,Bến xe,200000,170000,2025-11-15,Sài Gòn,Bình Thuận,3.7,3.3,3.4,3.5,2.8,3.0,3.6,3.3,250,44,300
Trọng Thắng,19:00:00,Văn phòng,01:45,Other,380000,380000,2025-11-15,Sài Gòn,Bình Thuận,4.5,4.4,4.7,4.4,4.1,4.1,1.0,4.4,129,24,405
TheSinhTourist,09:00:00,Văn phòng,12:50,Văn phòng,149000,149000,2025-11-15,Sài Gòn,Bình Thuận,4.6,4.5,4.6,4.6,4.3,4.3,4.4,4.5,1039,29,230
G5Car Limousine,07:00:00,Other,10:00,Other,360000,300000,2025-11-15,Sài Gòn,Bình Thuận,4.9,4.9,4.8,4.9,4.9,4.9,4.8,4.8,452,9,180
Liên Hưng,11:30:00,Bến xe,17:30,Other,330000,200000,2025-11-15,Sài Gòn,Bình Thuận,4.3,4.2,4.3,4.1,4.0,3.9,4.3,4.0,13078,32,360
Dũng Huyền Limousine,06:00:00,Other,09:00,Văn phòng,200000,180000,2025-11-15,Sài Gòn,Bình Thuận,4.9,4.9,4.9,4.8,4.8,4.8,4.9,4.8,56,9,180
Trọng Thủy Limousine,20:15:00,Other,23:15,Other,420000,320000,2025-11-15,Sài Gòn,Bình Thuận,4.8,4.6,4.7,4.7,4.7,4.7,4.6,4.7,1386,24,180
Kim Hùng,15:00:00,Văn phòng,17:35,Văn phòng,200000,200000,2025-11-15,Sài Gòn,Bình Thuận,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,1,11,155
Thiện Trí,21:30:00,Other,04:30,Văn phòng,190000,190000,2025-11-15,Sài Gòn,Bình Thuận,4.7,4.5,4.6,4.5,4.4,4.5,4.8,4.6,2367,41,420
Gia Phúc - Cam Ranh,22:10:00,Văn phòng,03:45,Other,240000,240000,2025-11-15,Sài Gòn,Bình Thuận,4.8,4.8,4.8,4.7,4.7,4.7,4.9,4.8,911,40,335
Bến Thành Travel,08:00:00,Văn phòng,11:00,Other,320000,320000,2025-11-15,Sài Gòn,Bình Thuận,4.7,4.7,4.7,4.5,4.6,4.5,4.8,4.6,605,9,180
Mười Phương Express,18:30:00,Bến xe,22:00,Other,500000,450000,2025-11-15,Sài Gòn,Bình Thuận,4.3,4.2,4.3,4.2,4.2,4.2,3.8,4.1,182,24,210
Nam Hải Limousine,10:00:00,Văn phòng,12:30,Văn phòng,200000,200000,2025-11-15,Sài Gòn,Bình Thuận,4.8,4.7,4.7,4.7,4.7,4.7,4.8,4.7,3648,19,150
Nam Hải Limousine,05:30:00,Văn phòng,08:50,Văn phòng,200000,170000,2025-11-15,Sài Gòn,Bình Thuận,4.8,4.7,4.7,4.7,4.7,4.7,4.8,4.7,3648,34,200
Nam Hải Limousine,14:00:00,Văn phòng,16:30,Văn phòng,260000,260000,2025-11-15,Sài Gòn,Bình Thuận,4.8,4.7,4.7,4.7,4.7,4.7,4.8,4.7,3648,22,150
Cao Lâm Limousine,20:00:00,Văn phòng,22:30,Văn phòng,180000,180000,2025-11-15,Sài Gòn,Bình Thuận,4.6,4.5,4.5,4.5,4.4,4.4,4.6,4.5,4489,34,150
Cao Lâm Limousine,12:00:00,Văn phòng,14:30,Văn phòng,160000,160000,2025-11-15,Sài Gòn,Bình Thuận,4.6,4.5,4.5,4.5,4.4,4.4,4.6,4.5,4489,41,150
Cao Lâm Limousine,18:00:00,Văn phòng,20:30,Văn phòng,180000,180000,2025-11-15,Sài Gòn,Bình Thuận,4.6,4.5,4.5,4.5,4.4,4.4,4.6,4.5,4489,34,150
Vie Limousine,10:00:00,Văn phòng,13:00,Other,360000,310000,2025-11-15,Sài Gòn,Bình Thuận,4.7,4.7,4.7,4.7,4.7,4.7,4.7,4.6,4788,9,180
Hạnh Cafe - Hà Phương Limousine,07:30:00,Văn phòng,10:45,Văn phòng,260000,230000,2025-11-15,Sài Gòn,Bình Thuận,4.6,4.4,4.5,4.4,4.4,4.3,4.8,4.4,7456,24,195
Hạnh Cafe - Hà Phương Limousine,05:15:00,Văn phòng,08:30,Văn phòng,200000,160000,2025-11-15,Sài Gòn,Bình Thuận,4.6,4.4,4.5,4.4,4.4,4.3,4.8,4.4,7456,34,195
Hạnh Cafe - Hà Phương Limousine,06:00:00,Văn phòng,09:15,Văn phòng,200000,170000,2025-11-15,Sài Gòn,Bình Thuận,4.6,4.4,4.5,4.4,4.4,4.3,4.8,4.4,7456,19,195
Thiên Kim Limousine,10:30:00,Văn phòng,13:20,Other,370000,335000,2025-11-15,Sài Gòn,Bình Thuận,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,593,11,170
MexBus,09:00:00,Bến xe,12:10,Bến xe,400000,300000,2025-11-15,Sài Gòn,Bình Thuận,4.9,4.9,4.9,4.9,4.9,4.9,4.8,5.0,328,27,190
MexBus,13:50:00,Văn phòng,18:00,Bến xe,400000,300000,2025-11-15,Sài Gòn,Bình Thuận,4.9,4.9,4.9,4.9,4.9,4.9,4.8,5.0,328,27,250
MexBus,08:50:00,Văn phòng,13:00,Bến xe,400000,300000,2025-11-15,Sài Gòn,Bình Thuận,4.9,4.9,4.9,4.9,4.9,4.9,4.8,5.0,328,27,250
Trung Nga,03:00:00,Other,05:50,Văn phòng,180000,160000,2025-11-15,Sài Gòn,Bình Thuận,4.7,4.5,4.6,4.5,4.4,4.4,4.9,4.5,2510,40,170
Trung Nga,14:30:00,Other,17:20,Văn phòng,180000,160000,2025-11-15,Sài Gòn,Bình Thuận,4.7,4.5,4.6,4.5,4.4,4.4,4.9,4.5,2510,40,170
Thiên Kim Limousine,10:30:00,Văn phòng,13:55,Other,370000,335000,2025-11-15,Sài Gòn,Bình Thuận,4.8,4.8,4.8,4.8,4.8,4.8,4.8,4.8,593,11,205
Trung Nga,18:00:00,Other,20:50,Văn phòng,200000,180000,2025-11-15,Sài Gòn,Bình Thuận,4.7,4.5,4.6,4.5,4.4,4.4,4.9,4.5,2510,34,170
Hoàng Anh,22:10:00,Văn phòng,05:40,Văn phòng,190000,180000,2025-11-15,Sài Gòn,Ninh Thuận,4.8,4.6,4.6,4.6,4.5,4.5,4.9,4.6,1403,38,450
Nhật Dương - Bình Minh Bus,12:30:00,Văn phòng,18:20,Bến xe,349000,279000,2025-11-15,Sài Gòn,Ninh Thuận,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,6006,21,350
Trà Lan Viên,22:15:00,Văn phòng,04:05,Văn phòng,240000,180000,2025-11-15,Sài Gòn,Ninh Thuận,4.6,4.5,4.5,4.5,4.3,4.4,4.8,4.4,4247,30,350
Liên Hưng,11:30:00,Bến xe,19:30,Văn phòng,330000,210000,2025-11-15,Sài Gòn,Ninh Thuận,4.3,4.2,4.3,4.1,4.0,3.9,4.3,4.0,13078,32,480
An Anh Limousine,23:29:00,Other,06:59,Bến xe,280000,280000,2025-11-15,Sài Gòn,Ninh Thuận,4.8,4.7,4.7,4.8,4.7,4.7,4.7,4.8,8621,34,450
Tuấn Tú,20:42:00,Bến xe,02:57,Văn phòng,250000,230000,2025-11-15,Sài Gòn,Ninh Thuận,4.7,4.6,4.7,4.6,4.6,4.6,4.8,4.7,3285,34,375
Thiện Trí,23:00:00,Văn phòng,05:20,Văn phòng,270000,270000,2025-11-15,Sài Gòn,Ninh Thuận,4.7,4.5,4.6,4.5,4.4,4.5,4.8,4.6,2367,34,380
Tân Hoàng Anh,22:30:00,Văn phòng,05:05,Văn phòng,190000,190000,2025-11-15,Sài Gòn,Ninh Thuận,4.5,4.2,4.4,4.2,4.2,4.1,4.5,4.2,1542,38,395
Trọng Thắng,19:00:00,Văn phòng,03:15,Bến xe,380000,380000,2025-11-15,Sài Gòn,Ninh Thuận,4.5,4.4,4.7,4.4,4.1,4.1,1.0,4.4,129,24,495
Phúc An Express,20:00:00,Văn phòng,01:00,Bến xe,300000,300000,2025-11-15,Sài Gòn,Ninh Thuận,4.8,4.7,4.7,4.7,4.6,4.6,4.8,4.7,3454,32,300
Hoàng Anh,22:00:00,Văn phòng,05:30,Văn phòng,190000,180000,2025-11-15,Sài Gòn,Ninh Thuận,4.8,4.6,4.6,4.6,4.5,4.5,4.9,4.6,1403,40,450
Liên Hưng,11:15:00,Văn phòng,19:30,Văn phòng,330000,210000,2025-11-15,Sài Gòn,Ninh Thuận,4.3,4.2,4.3,4.1,4.0,3.9,4.3,4.0,13078,32,495
Nhật Dương - Bình Minh Bus,13:30:00,Bến xe,18:20,Bến xe,349000,279000,2025-11-15,Sài Gòn,Ninh Thuận,4.9,4.9,4.9,4.9,4.9,4.9,4.9,4.9,6006,21,290
Tuấn Tú,11:45:00,Văn phòng,20:05,Văn phòng,350000,300000,2025-11-15,Sài Gòn,Ninh Thuận,4.7,4.6,4.7,4.6,4.6,4.6,4.8,4.7,3285,24,500
An Anh Limousine,23:29:00,Other,05:59,Văn phòng,280000,280000,2025-11-15,Sài Gòn,Ninh Thuận,4.8,4.7,4.7,4.8,4.7,4.7,4.7,4.8,8621,34,390
Trà Lan Viên,22:30:00,Văn phòng,04:20,Văn phòng,400000,300000,2025-11-15,Sài Gòn,Ninh Thuận,4.6,4.5,4.5,4.5,4.3,4.4,4.8,4.4,4247,21,350
Thiện Trí,11:30:00,Văn phòng,17:50,Văn phòng,270000,270000,2025-11-15,Sài Gòn,Ninh Thuận,4.7,4.5,4.6,4.5,4.4,4.5,4.8,4.6,2367,34,380
Tân Hoàng Anh,22:00:00,Văn phòng,04:35,Văn phòng,220000,220000,2025-11-15,Sài Gòn,Ninh Thuận,4.5,4.2,4.4,4.2,4.2,4.1,4.5,4.2,1542,34,395
Trọng Thắng,21:00:00,Văn phòng,05:15,Bến xe,380000,380000,2025-11-15,Sài Gòn,Ninh Thuận,4.5,4.4,4.7,4.4,4.1,4.1,1.0,4.4,129,24,495
Trọng Thủy Limousine,18:20:00,Other,00:20,Other,470000,470000,2025-11-15,Sài Gòn,Ninh Thuận,4.8,4.6,4.7,4.7,4.7,4.7,4.6,4.7,1386,24,360
