company_name,departure_time,pickup_point,arrival_time,dropoff_point,price_original,price_discounted,departure_date,start_point,destination,rating_safety,rating_info_accuracy,rating_info_completeness,rating_staff_attitude,rating_comfort,rating_service_quality,rating_punctuality,rating_overall,reviewer_count,number_of_seat,duration_minutes
Cô Hai,17:45:00,Bến xe,06:40,Văn phòng,405000,350000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,204,34,775
Đức Đạt,20:15:00,Bến xe,06:40,Bến xe,500000,450000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1036,24,625
Việt Tân Phát,17:00:00,Bến xe,04:55,Văn phòng,380000,320000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,34,715
Thuận Tiến,18:30:00,Bến xe,06:55,Bến xe,350000,350000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4960,34,745
Gia Phúc - Gia Lai,18:30:00,Bến xe,05:30,Bến xe,350000,300000,2025-11-21,Sài Gòn,Gia Lai,4.3,4.3,4.4,4.4,4.0,4.3,5.0,4.4,295,34,660
Thuận Ý,18:20:00,Bến xe,05:50,Bến xe,350000,350000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.3,4.3,4.3,4.3,4.1,5.0,4.6,418,34,690
Tấn Hưng,17:30:00,Bến xe,06:55,Văn phòng,550000,550000,2025-11-21,Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.1,4.4,105,24,805
Vũ Cẩm,17:00:00,Bến xe,04:00,Bến xe,350000,350000,2025-11-21,Sài Gòn,Gia Lai,4.9,3.3,3.2,4.5,3.2,4.0,4.3,3.2,14,34,660
Phương Hồng Linh,20:00:00,Văn phòng,08:30,Bến xe,300000,300000,2025-11-21,Sài Gòn,Gia Lai,4.5,4.3,4.4,4.3,4.4,4.2,4.3,4.2,447,36,750
An Phát,17:30:00,Bến xe,07:15,Bến xe,350000,350000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.5,4.5,4.3,4.5,4.8,4.5,380,24,825
Hồng Dung,16:30:00,Bến xe,05:00,Văn phòng,350000,350000,2025-11-21,Sài Gòn,Gia Lai,4.3,4.2,4.3,4.3,4.2,4.2,5.0,5.0,6,34,750
Tư Phầu,17:30:00,Bến xe,04:00,Bến xe,350000,350000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.4,4.6,4.2,4.6,4.4,4.6,4.3,109,34,630
Nhật Tân,17:00:00,Bến xe,04:30,Bến xe,350000,350000,2025-11-21,Sài Gòn,Gia Lai,4.2,4.0,4.2,4.3,4.0,3.8,4.3,4.0,196,32,690
Minh Quốc,18:30:00,Bến xe,06:00,Văn phòng,550000,520000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.4,4.4,4.9,4.6,1299,24,690
Bốn Luyện Express,22:01:00,Other,09:01,Bến xe,350000,350000,2025-11-21,Sài Gòn,Gia Lai,4.3,4.1,4.1,4.1,4.0,3.9,4.2,4.0,261,34,660
Tuấn Hiệp,01:00:00,Other,13:50,Bến xe,350000,350000,2025-11-21,Sài Gòn,Gia Lai,4.1,3.9,4.0,3.9,3.8,3.8,4.3,4.0,1283,34,770
Tây Nguyên,17:15:00,Bến xe,01:20,Other,350000,350000,2025-11-21,Sài Gòn,Gia Lai,4.8,4.6,4.7,4.8,4.6,4.7,5.0,4.8,118,34,485
Phượng Thu,17:00:00,Bến xe,04:30,Other,350000,350000,2025-11-21,Sài Gòn,Gia Lai,4.5,4.5,4.5,4.5,4.5,4.5,4.7,4.5,596,34,690
Hoàng Thuỷ,18:00:00,Bến xe,05:25,Bến xe,350000,300000,2025-11-21,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.8,3527,34,685
Hoàng Thuỷ,19:00:00,Bến xe,06:00,Bến xe,550000,350000,2025-11-21,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.8,3527,24,660
Hoàng Thuỷ,18:30:00,Bến xe,06:15,Bến xe,350000,300000,2025-11-21,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.8,3527,34,705
Kính Diên Hồng,17:15:00,Bến xe,05:45,Bến xe,350000,315000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6,4.6,1140,34,750
Kính Diên Hồng,19:30:00,Bến xe,06:30,Bến xe,450000,405000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6,4.6,1140,24,660
Vương Tấn Dũng,17:00:00,Bến xe,06:15,Other,500000,450000,2025-11-21,Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,386,24,795
Kính Diên Hồng,18:40:00,Bến xe,06:10,Bến xe,350000,315000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6,4.6,1140,34,690
Hoàng Thuỷ,20:30:00,Bến xe,07:30,Bến xe,550000,350000,2025-11-21,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.8,3527,24,660
Hoàng Thuỷ,18:30:00,Bến xe,04:50,Bến xe,350000,300000,2025-11-21,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.8,3527,34,620
Hoàng Thuỷ,18:00:00,Bến xe,04:40,Bến xe,350000,300000,2025-11-21,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.8,3527,34,640
Vương Tấn Dũng,17:00:00,Bến xe,06:40,Bến xe,500000,450000,2025-11-21,Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,386,24,820
Kính Diên Hồng,17:15:00,Bến xe,05:15,Bến xe,350000,315000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6,4.6,1140,34,720
Vương Tấn Dũng,17:30:00,Văn phòng,05:45,Bến xe,500000,425000,2025-11-21,Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,386,24,735
Vương Tấn Dũng,17:00:00,Bến xe,04:15,Văn phòng,500000,450000,2025-11-21,Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,386,24,675
Sinh Diên Hồng,17:45:00,Bến xe,05:45,Bến xe,380000,304000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.8,4.6,4.6,4.9,4.6,240,34,720
Sáu Bản,18:45:00,Bến xe,05:25,Bến xe,350000,315000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.3,4.5,4.4,4.3,4.4,4.4,4.4,486,34,640
Sáu Bản,17:00:00,Bến xe,04:10,Other,300000,270000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.3,4.5,4.4,4.3,4.4,4.4,4.4,486,44,670
Sáu Bản,18:45:00,Bến xe,06:30,Bến xe,350000,315000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.3,4.5,4.4,4.3,4.4,4.4,4.4,486,34,705
Việt Tân Phát,17:00:00,Bến xe,05:50,Bến xe,380000,320000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,34,770
Đức Đạt,18:25:00,Bến xe,04:50,Bến xe,350000,300000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1036,34,625
Thuận Tiến,18:00:00,Bến xe,06:25,Bến xe,380000,380000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4960,34,745
Đức Đạt,20:10:00,Bến xe,07:05,Văn phòng,350000,300000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1036,34,655
Việt Tân Phát,17:30:00,Bến xe,06:25,Bến xe,380000,320000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,34,775
Thuận Tiến,19:15:00,Bến xe,07:40,Bến xe,500000,500000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4960,24,745
Đức Đạt,18:05:00,Bến xe,04:30,Bến xe,500000,450000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1036,24,625
Việt Tân Phát,18:30:00,Bến xe,05:15,Bến xe,370000,300000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,34,645
Thuận Tiến,19:35:00,Bến xe,08:00,Bến xe,500000,500000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4960,24,745
Cô Hai,17:30:00,Bến xe,07:25,Văn phòng,410000,350000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,204,34,835
Cô Hai,17:30:00,Bến xe,05:35,Văn phòng,410000,350000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,204,34,725
Cô Hai,18:00:00,Bến xe,07:55,Văn phòng,600000,450000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,204,24,835
Tấn Hưng,17:30:00,Bến xe,04:55,Other,550000,550000,2025-11-21,Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.1,4.4,105,24,685
An Phát,16:30:00,Bến xe,06:15,Bến xe,330000,330000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.5,4.5,4.3,4.5,4.8,4.5,380,34,825
Vũ Cẩm,18:01:00,Bến xe,05:01,Bến xe,450000,400000,2025-11-21,Sài Gòn,Gia Lai,4.9,3.3,3.2,4.5,3.2,4.0,4.3,3.2,14,24,660
Tấn Hưng,17:30:00,Bến xe,07:55,Bến xe,550000,550000,2025-11-21,Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.1,4.4,105,24,865
Vũ Cẩm,17:01:00,Bến xe,04:01,Bến xe,450000,400000,2025-11-21,Sài Gòn,Gia Lai,4.9,3.3,3.2,4.5,3.2,4.0,4.3,3.2,14,24,660
Tấn Hưng,17:30:00,Bến xe,04:40,Bến xe,550000,550000,2025-11-21,Sài Gòn,Gia Lai,4.5,4.3,4.5,4.5,4.5,4.4,4.1,4.4,105,24,670
Thuận Ý,18:15:00,Bến xe,05:45,Bến xe,500000,500000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.3,4.3,4.3,4.3,4.1,5.0,4.6,418,24,690
Vũ Cẩm,18:00:00,Bến xe,05:00,Bến xe,350000,350000,2025-11-21,Sài Gòn,Gia Lai,4.9,3.3,3.2,4.5,3.2,4.0,4.3,3.2,14,34,660
Kính Diên Hồng,17:15:00,Bến xe,04:00,Other,350000,315000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6,4.6,1140,34,645
Kính Diên Hồng,19:30:00,Bến xe,05:50,Other,450000,405000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.6,4.7,4.6,4.5,4.5,4.6,4.6,1140,24,620
Minh Quốc,17:30:00,Bến xe,05:00,Văn phòng,400000,360000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.4,4.4,4.9,4.6,1299,34,690
Minh Quốc,18:00:00,Bến xe,05:30,Văn phòng,400000,400000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.4,4.4,4.9,4.6,1299,34,690
Minh Quốc,18:30:00,Bến xe,07:00,Bến xe,550000,520000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.5,4.4,4.4,4.9,4.6,1299,24,750
Phương Hồng Linh,23:20:00,Other,10:25,Bến xe,400000,400000,2025-11-21,Sài Gòn,Gia Lai,4.5,4.3,4.4,4.3,4.4,4.2,4.3,4.2,447,24,665
An Phát,17:30:00,Bến xe,06:30,Other,350000,350000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.5,4.5,4.3,4.5,4.8,4.5,380,24,780
An Phát,16:30:00,Bến xe,05:30,Other,330000,330000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.5,4.5,4.3,4.5,4.8,4.5,380,34,780
Tây Nguyên,17:15:00,Bến xe,04:20,Other,350000,350000,2025-11-21,Sài Gòn,Gia Lai,4.8,4.6,4.7,4.8,4.6,4.7,5.0,4.8,118,34,665
Hoàng Thuỷ,19:00:00,Bến xe,05:20,Bến xe,550000,350000,2025-11-21,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.8,3527,24,620
Hoàng Thuỷ,18:45:00,Bến xe,05:05,Bến xe,350000,300000,2025-11-21,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.8,3527,34,620
Hoàng Thuỷ,20:30:00,Bến xe,06:50,Bến xe,550000,350000,2025-11-21,Sài Gòn,Gia Lai,4.8,4.7,4.7,4.7,4.6,4.6,4.9,4.8,3527,24,620
Đức Đạt,18:10:00,Bến xe,05:05,Văn phòng,500000,450000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1036,24,655
Đức Đạt,18:00:00,Bến xe,04:25,Bến xe,350000,300000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1036,34,625
Sáu Bản,17:00:00,Bến xe,03:00,Other,280000,252000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.3,4.5,4.4,4.3,4.4,4.4,4.4,486,44,600
Đức Đạt,18:15:00,Bến xe,04:40,Bến xe,350000,300000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1036,34,625
Việt Tân Phát,18:00:00,Bến xe,04:55,Bến xe,370000,300000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,34,655
Việt Tân Phát,17:45:00,Bến xe,05:35,Văn phòng,370000,300000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,34,710
Đức Đạt,20:15:00,Bến xe,07:10,Văn phòng,500000,450000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1036,24,655
Việt Tân Phát,17:05:00,Bến xe,05:55,Bến xe,550000,320000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,24,770
Việt Tân Phát,19:00:00,Bến xe,04:55,Bến xe,370000,300000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,34,595
Thuận Tiến,19:30:00,Bến xe,05:45,Văn phòng,500000,500000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4960,22,615
Việt Tân Phát,19:00:00,Bến xe,06:10,Bến xe,550000,450000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,24,670
Việt Tân Phát,16:30:00,Bến xe,05:40,Bến xe,380000,320000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,34,790
Việt Tân Phát,19:00:00,Bến xe,05:45,Bến xe,370000,300000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,34,645
Việt Tân Phát,19:15:00,Bến xe,06:00,Bến xe,500000,450000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,24,645
Đức Đạt,18:25:00,Bến xe,05:20,Văn phòng,350000,300000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1036,34,655
Đức Đạt,18:00:00,Bến xe,04:55,Văn phòng,350000,300000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1036,34,655
Việt Tân Phát,17:30:00,Bến xe,04:40,Bến xe,380000,300000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,34,670
Đức Đạt,18:15:00,Bến xe,05:10,Văn phòng,350000,300000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1036,34,655
Thuận Tiến,19:30:00,Bến xe,07:55,Bến xe,500000,500000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4960,22,745
Việt Tân Phát,19:00:00,Bến xe,07:55,Bến xe,550000,450000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,24,775
Việt Tân Phát,17:45:00,Bến xe,04:55,Bến xe,370000,300000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,34,670
Đức Đạt,18:10:00,Bến xe,04:35,Bến xe,500000,450000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1036,24,625
Thuận Tiến,19:35:00,Bến xe,05:50,Văn phòng,500000,500000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4960,24,615
Đức Đạt,18:20:00,Bến xe,05:15,Văn phòng,350000,300000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1036,34,655
Thuận Tiến,18:00:00,Bến xe,09:55,Bến xe,380000,380000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4960,34,955
Đức Đạt,18:20:00,Bến xe,04:45,Bến xe,350000,300000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1036,34,625
Cô Hai,18:30:00,Bến xe,09:20,Văn phòng,550000,450000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,204,24,890
Cô Hai,17:45:00,Bến xe,07:20,Văn phòng,405000,350000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,204,34,815
Cô Hai,16:10:00,Bến xe,07:05,Văn phòng,430000,350000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,204,34,895
Việt Tân Phát,16:30:00,Bến xe,05:20,Bến xe,330000,280000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,44,770
Cô Hai,17:30:00,Bến xe,04:55,Văn phòng,410000,350000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,204,34,685
Việt Tân Phát,19:00:00,Bến xe,06:40,Văn phòng,550000,450000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,24,700
Việt Tân Phát,18:30:00,Bến xe,04:25,Bến xe,370000,300000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,34,595
Việt Tân Phát,17:30:00,Bến xe,05:10,Văn phòng,380000,300000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,34,700
Cô Hai,18:00:00,Bến xe,06:05,Văn phòng,600000,450000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,204,24,725
Cô Hai,16:10:00,Bến xe,07:55,Văn phòng,430000,350000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,204,34,945
Thuận Tiến,18:00:00,Bến xe,06:45,Bến xe,380000,380000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4960,34,765
Cô Hai,18:30:00,Bến xe,08:30,Văn phòng,550000,450000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,204,24,840
Thuận Tiến,19:15:00,Bến xe,05:30,Văn phòng,500000,500000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4960,24,615
Thuận Tiến,18:30:00,Bến xe,04:45,Văn phòng,350000,350000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4960,34,615
Đức Đạt,18:05:00,Bến xe,05:00,Văn phòng,500000,450000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.5,4.6,4.5,4.5,4.5,4.9,4.7,1036,24,655
Cô Hai,16:10:00,Bến xe,06:25,Văn phòng,430000,350000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,204,34,855
Sáu Bản,18:45:00,Bến xe,06:10,Bến xe,350000,315000,2025-11-21,Sài Gòn,Gia Lai,4.6,4.3,4.5,4.4,4.3,4.4,4.4,4.4,486,34,685
Việt Tân Phát,17:30:00,Bến xe,04:15,Bến xe,400000,300000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,34,645
Cô Hai,15:30:00,Bến xe,06:25,Văn phòng,430000,350000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,204,34,895
Cô Hai,17:45:00,Bến xe,08:15,Văn phòng,405000,350000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,204,34,870
Vương Tấn Dũng,16:45:00,Bến xe,04:00,Văn phòng,380000,320000,2025-11-21,Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,386,34,675
Vương Tấn Dũng,17:30:00,Văn phòng,04:15,Văn phòng,500000,425000,2025-11-21,Sài Gòn,Gia Lai,4.8,4.8,4.8,4.8,4.8,4.8,4.9,4.8,386,24,645
Việt Tân Phát,17:05:00,Bến xe,05:00,Văn phòng,550000,450000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,22,715
Thuận Tiến,18:50:00,Bến xe,05:05,Văn phòng,350000,350000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4960,34,615
Việt Tân Phát,17:00:00,Bến xe,03:45,Bến xe,550000,450000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,22,645
Việt Tân Phát,17:05:00,Bến xe,03:40,Bến xe,550000,450000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,22,635
Việt Tân Phát,17:00:00,Bến xe,03:55,Bến xe,380000,300000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,34,655
Thuận Tiến,18:00:00,Bến xe,04:15,Văn phòng,380000,380000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.7,4.6,4.6,4.6,4.8,4.7,4960,34,615
Việt Tân Phát,17:05:00,Bến xe,03:00,Bến xe,550000,450000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,22,595
Việt Tân Phát,17:05:00,Bến xe,04:00,Bến xe,550000,450000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.7,4.8,4.6,4.7,4.6,4.7,4.6,131,22,655
Cô Hai,18:30:00,Bến xe,07:50,Văn phòng,550000,450000,2025-11-21,Sài Gòn,Gia Lai,4.7,4.4,4.7,4.5,4.5,4.6,4.8,4.5,204,24,800
